Organization,Link,Sentence,isWayback,Label
Canadian Natural Resources,https://www.cnrl.com/content/uploads/2024/05/0502-Q124-Front-End.pdf,"Additionally,  following  the  turnaround,  the  Company  is  optimizing  the  commissioning  schedule  of  the reliability enhancement project, which is targeted to increase Q3/24 SCO production.",True,0
Canadian Natural Resources,https://www.cnrl.com/upload/media_element/1155/01/0301_q4-17-front-end.pdf,"In early Q4/17, Canadian Natural successfully completed planned pit stops at both the Jackpine and Muskeg River mines.",True,0
Suncor Energy,http://web.archive.org/web/20220704160249/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2013/2013-10-30-suncor-energy-reports-2013-third-quarter-results-en.pdf?modified=20210902050742,"The company commissioned its hot bitumen assets in the quarter, which are comprised of an insulated pipeline from Firebag to Suncor's Athabasca terminal, bitumen cooling and blending facilities, and capacity to import third-party diluents.",True,0
Suncor Energy,http://web.archive.org/web/20220704145852/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2014/2014-04-28-suncor-energy-reports-first-quarter-results-en.pdf?modified=20210902050801,"'The successful implementation of our long-term market access strategy positions us well for the future,' said Williams.",True,0
Suncor Energy,http://web.archive.org/web/20220629133225/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2012/2012-06-19-suncor-energy-extends-commitment-to-support-canadian-paralympic-movement-en.pdf?modified=20210902050704,Mark Dottori,True,0
Canadian Natural Resources,https://www.cnrl.com/upload/media_element/1155/01/0301_q4-17-front-end.pdf,"The Company achieved production levels of 1,020,094 BOE/d in Q4/17, with approximately 98% of total production located in G7 countries.",True,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123638&lang=en,"""Despite the COVID disruption, we've made good progress on our strategic priorities this quarter.",True,0
Suncor Energy,http://web.archive.org/web/20221007100449/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2021/2021-10-27-nr-su-q3-2021-en.pdf?modified=20220907174737,"Suncor's total upstream production increased to 698,600 barrels of oil equivalent per day (boe/d) in the third quarter of 2021, compared to 616,200 boe/d in the prior year quarter, due to continued strong performance from the company's In Situ assets and increased production volumes at Syncrude, partially offset by the impact of the significant planned turnaround at Oil",True,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123861&lang=en,"CALGARY, AB, Aug. 18, 2025 /CNW/ - Enbridge Inc. (TSX: ENB) (NYSE: ENB) (Enbridge) announced today that none of its outstanding Cumulative Redeemable Preference Shares, Series 15 (Series 15 Shares) will be converted into Cumulative Redeemable Preference Shares, Series 16 (Series 16 Shares) on September 1, 2025.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/4334dcc5-e915-4125-91dc-e2904e987228,"Several additional factors supported the development of CDH, including its Alberta Industrial Heartland location, which is proximal to oil sands and diluent pipelines, as well as associated terminals.",True,0
Imperial Oil,http://web.archive.org/web/20230201074801/https://news.imperialoil.ca/news-releases/news-releases/2023/Imperial-announces-fourth-quarter-2022-financial-and-operating-results/default.aspx,Unit cash operating cost (unit cash costs) Unit cash operating costs is a non-GAAP ratio.,True,0
Imperial Oil,http://web.archive.org/web/20221028120609/https://news.imperialoil.ca/news-releases/news-releases/2022/Imperial-announces-third-quarter-2022-financial-and-operating-results/default.aspx,"Upstream production in the third quarter averaged 430,000 gross oil-equivalent barrels per day.",True,0
Imperial Oil,http://web.archive.org/web/20201130221520/https://news.imperialoil.ca/news-releases/news-releases/2020/Imperial-provides-update-on-unconventional-portfolio/default.aspx,"CALGARY, Alberta--(BUSINESS WIRE)--",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/48223166-81f6-4563-a5a3-e327146dd7a8,"Within Facilities, increased volumes were primarily due to higher volumes at the Redwater Complex and at Younger due to less outage days during the third quarter of 2022.",False,0
Canadian Natural Resources,https://www.cnrl.com/content/uploads/2024/05/0502-Q124-Front-End.pdf,"Oil  Sands Mining and Upgrading operating costs are top tier, averaging $24.85/bbl (US$18.43/bbl) in Q1/24, comparable to Q1/23 levels.",True,0
Shell Canada,http://web.archive.org/web/20170606170632/http://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2017/shell-canada-statement-on-proposed-federal-regulations-on-methane-emissions.html,“We are pleased with steps the federal government is taking to reduce methane emissions and air pollution.,True,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123663&lang=en,FINANCIAL POSITION AND OUTLOOK,True,0
Suncor Energy,http://web.archive.org/web/20220704150053/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-12-14-suncor-energy-announces-2019-capital-program-and-production-outlook-en.pdf?modified=20210902051032,"'With Fort Hills successfully operating at target rates during Q4 2018 and Hebron on track to increase production ahead of schedule, our focus is on maintaining capital discipline and ensuring safe and reliable operations while growing the free funds flow of our business,' said Steve Williams, chief executive officer.",True,0
Suncor Energy,https://www.suncor.com/-/media/project/suncor/files/news-releases/2024/2024-06-06-news-release-rk-remarks-envi-committee-en.pdf?modified=20240614163431&created=20240606222422,"It will take collaboration to create a stronger, safer, healthier, and more prosperous world, with Canada as a leader in it.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/8cbce48d-bac6-4f28-8f52-504298c5b54d,"These results, combined with our growing fee-for-service-based cash flows over the next few years, which will add further stability and resiliency, led to the Board of Directors approving a 5.2 percent common share dividend increase today.",False,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123711&lang=en,"""These types of partnerships on critical technologies like CCUS are how we will win the fight against climate change and demonstrate to Canadians and the world how our hard to abate industry will reach its net-zero ambition.",True,1
Suncor Energy,http://web.archive.org/web/20231204183955/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2023/2023-11-27-news-release-suncor-energy-announces-restart-production-terra-nova-en.pdf?modified=20231127114653,"'Focusing on safety and operational integrity, we have brought this key offshore project online, providing additional cash flow for our shareholders as well as many benefits to the Newfoundland and Labrador and Canadian economies,' said Rich Kruger, Suncor President and Chief Executive Officer.",True,0
Imperial Oil,http://web.archive.org/web/20220311100009/https://news.imperialoil.ca/news-releases/news-releases/2022/Imperial-announces-2021-financial-and-operating-results/default.aspx,"Capacity utilization was 97 percent, up from 85 percent in the fourth quarter of 2020.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c8f37bc6-7e6a-480b-8afd-c78c10c51abf,"At the reporting date, the interest rate profile of the Company's interest-bearing financial instruments was:",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/9a6d7ae0-7a9c-4049-9ed9-70bf5f02bd22,"For additional information regarding non-GAAP measures, please refer to Pembina's financial reports, which are available on SEDAR at www.sedar.com and at www.pembina.com.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/4c9b530f-fa37-41e8-8c75-20421df0176e,"The Company plans to spend $100 million towards progressing its proposed Jordan Cove liquified natural gas (""LNG"") project (""Jordan Cove"").",False,0
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2016/Imperial-reports-voting-results-for-election-of-directors/default.aspx,"A total of 754,290,194 shares (88.99 percent of outstanding common shares) were represented in person or by proxy.",True,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123702&lang=en,The declared dividend represents a three percent increase from the prior quarterly rate and the twenty-seventh consecutive year in which the Company has increased its common share dividend.,False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/9a6d7ae0-7a9c-4049-9ed9-70bf5f02bd22,"The Company has hedged approximately 50 percent of its 2020 frac spread exposure, excluding Aux Sable, with these hedges having been systematically entered into throughout 2019.",False,0
Suncor Energy,http://web.archive.org/web/20220704143556/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2009/2009-06-18-suncor-sees-possibilities-outlines-environmental-goals-in-sustainability-report-en.pdf?modified=20210902050521, $2.6 billion in royalty payments to the Alberta government.,True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/26400a51-ee23-4209-b789-4a15c2f699d1,"Non-GAAP financial measures either exclude an amount that is included in, or include an amount that is excluded from, the composition of the most directly comparable financial measure specified, defined and determined in accordance with GAAP.",False,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123796&lang=en,"As a result, subject to certain conditions, the holders of the Series P Shares have the right to convert all or part of their Series P Shares on a one-for-one basis into Cumulative Redeemable Preference Shares, Series Q of Enbridge (Series Q Shares) on March 1, 2024.",False,0
Suncor Energy,http://web.archive.org/web/20220704145009/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2015/2015-07-29-suncor-energy-reports-second-quarter-2015-results-en.pdf?modified=20210902050833,"During the second quarter of 2015, the company also recorded an after-tax foreign exchange gain on the revaluation of U.S. dollar denominated debt of $178 million and an after-tax gain of $68 million on the disposal of the company's share of certain assets and liabilities of Pioneer Energy in the Refining and Marketing segment.",True,0
Suncor Energy,http://web.archive.org/web/20220703201806/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-07-09-suncor-provides-update-on-syncrude-recovery-plan-en.pdf?modified=20210902051020,It is expected that Syncrude will ramp up to full production in early to mid-September.,True,0
Canadian Natural Resources,https://www.cnrl.com/content/uploads/2022/12/1103-Q322-Front-End.pdf,"Benefiting from the effective and efficient operations at Canadian Natural, payments to governments, investment in the oil and gas sector and returns to shareholders have been significant in 2022.",True,0
Suncor Energy,http://web.archive.org/web/20220704162815/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2014/2014-02-03-suncor-energy-appoints-new-members-to-board-of-directors-en.pdf?modified=20210902050753,"He has extensive international experience, having served in a diverse series of operations positions in the oil and gas industry with increasing responsibility throughout his career.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c8f37bc6-7e6a-480b-8afd-c78c10c51abf,The Company does not trade financial instruments for speculative purposes.,False,0
Suncor Energy,http://web.archive.org/web/20220703212612/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-02-07-suncor-energy-reports-fourth-quarter-2017-results-en.pdf?modified=20210902051012,"In the fourth quarter of 2017, the company received an interim payment of $76 million of its anticipated property damage insurance proceeds related to the incident, with the remaining payment anticipated to be received in 2018.",True,0
Suncor Energy,https://www.suncor.com/-/media/project/suncor/files/news-releases/2025/2025-08-05-news-release-earnings-q2-2025-en.pdf?modified=20250805205453&created=20250805151102,"Forward-looking statements in this news release include references to: Suncor's strategy, focus, goals and priorities and the expected benefits therefrom, and the anticipated return to normal production at White Rose in in the second quarter.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/6013c21e-4389-49d8-8f53-023e19e8f84a,"This slight decrease is primarily due to gains on non-commodity-related derivative financial instruments driven by higher forward interest rates, as well as higher interest income and lower interest expense on loans and borrowings, offset by a loss on revaluation of the conversion feature of the convertible debentures.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c8f37bc6-7e6a-480b-8afd-c78c10c51abf,Management believes that net revenue provides investors with a single measure to indicate the margin on sales before non-product operating expenses that is comparable between periods.,True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/33debf84-3a1f-497a-9fba-438be44f3952,"Pembina remains optimistic about its future, including the profitability of our existing business given foreseeable sector tailwinds, as well as with tremendous flexibility to pursue an ever increasing and more diverse set of opportunities for growth, some of which we were able to highlight and advance during this process.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/9a6d7ae0-7a9c-4049-9ed9-70bf5f02bd22,Commercial discussions with customers are ongoing and Alliance believes there is an opportunity for a phased expansion of up to 400 million cubic feet per day with initial commercial support for an initial expansion of up to 100 million cubic feet per day.,True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/0cd838f4-4d7b-45b8-92a4-e4c3c8edfebd,"A recording of the conference call will be available for replay until August 8, 2019 at 11:59 p.m.",True,0
Suncor Energy,http://web.archive.org/web/20220701143738/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-07-21-suncor-releases-2016-report-on-sustainability-and-new-long-term-sustainability-goals-en.pdf?modified=20210902050913,"Sustainability goals drive us far beyond our current capabilities, setting our ambition to be globally cost and carbon competitive, while meeting the energy needs in Canada and around the world.'",True,1
Imperial Oil,http://web.archive.org/web/20210430124304/https://news.imperialoil.ca/news-releases/news-releases/2021/Imperial-announces-first-quarter-2021-financial-and-operating-results/default.aspx,Lower refinery throughput was primarily driven by lower market demand due to the COVID-19 pandemic.,True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/af2415eb-3e55-48a0-b4b3-2ccfa050682c,Management's Responsibility for the Consolidated Financial Statements,False,0
Suncor Energy,http://web.archive.org/web/20221007085135/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2022/2022-04-26-media-advisory-q1-2022-results-and-agm-en.pdf?modified=20220909191623,"Please note, telephone lines are limited and reserved for those who intend to ask a question.",True,0
Canadian Natural Resources,https://www.cnrl.com/content/uploads/2025/08/0807-Q225-Front-End.pdf,"Refer to the ""Non-GAAP and Other Financial Measures"" section of the Company's MD&A for the three and six months ended June 30, 2025 dated August 6, 2025.",False,0
Imperial Oil,http://web.archive.org/web/20200920203638/https://news.imperialoil.ca/news-releases/news-releases/2020/Imperial-declares-third-quarter-2020-dividend/default.aspx,"CALGARY, Alberta--(BUSINESS WIRE)--Imperial Oil Limited today declared a quarterly dividend of 22 cents per share on the outstanding common shares of the company, payable on October 1, 2020, to shareholders of record at the close of business on September 4, 2020.",True,0
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2017/Imperial-announces-appointment-of-David-W.-Cornhill-to-its-board-of-directors/default.aspx,Mr. Cornhill is currently the chairman of the board and founder of AltaGas Ltd.,True,0
Suncor Energy,http://web.archive.org/web/20220701142339/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2011/2011-03-24-suncor-energy-recognized-for-exceptional-environment-performance-en.pdf?modified=20210902050625,Suncor Energy today reported it has been recognized by industry for exceptional environmental performance in the areas of oil sands tailings management and land reclamation.,True,1
Imperial Oil,http://web.archive.org/web/20210430124304/https://news.imperialoil.ca/news-releases/news-releases/2021/Imperial-announces-first-quarter-2021-financial-and-operating-results/default.aspx,"Capacity utilization was 85 percent, compared to 91 percent in the first quarter of 2020.",True,0
Imperial Oil,http://web.archive.org/web/20210730120849/https://news.imperialoil.ca/news-releases/news-releases/2021/Imperial-Announces-Second-Quarter-2021-Financial-and-Operating-Results/default.aspx,Imperial's average Canadian dollar realizations for bitumen increased in the first six months of 2021 primarily due to an increase in WCS.,True,0
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2019/Imperial-announces-first-quarter-2019-financial-and-operating-results/default.aspx,"Capital and exploration expenditures totalled $529 million, compared with $274 million in the first quarter of 2018.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/39170c18-b013-48b5-8761-93ac5f7f811b,The Company also continued with the development of storage capacity at its Edmonton North Terminal.,False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/a86f7b93-e454-448d-a241-988fa271db77,Also included in 2014 was the impairment of non-core trucking related assets.,False,0
Shell Canada,http://web.archive.org/web/20210218005531/https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2021/shell-sells-non-core-canadian-shale-assets-to-crescent-point-energy.html,Notes to Editors,True,0
Canadian Natural Resources,https://www.cnrl.com/content/uploads/2023/05/0504-Q123-Front-End.pdf,"Canadian Natural's adjusted funds flow generation, credit  facilities,  US  commercial  paper  program,  access  to  capital  markets,  diverse  asset  base  and  flexible  capital expenditure  program  all  support  a  strong  financial  position  and  provide  the  appropriate  financial  resources  for  the near-, mid- and long-term.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c76e9886-efc4-433d-9424-83d096c2b593,"Pembina plans to issue a full-length Report on a biennial basis and, during interim years, will provide an update of its performance for key sustainability metrics on its website at www.pembina.com.",False,1
Suncor Energy,http://web.archive.org/web/20220629124437/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2011/2011-10-13-suncor-energy-ranked-top-canadian-firm-for-climate-change-disclosure-en.pdf?modified=20210902050639,Those organizations that give clear consideration to measuring and reporting on climate change issues will be best placed to capitalize on the opportunities from managing them.',True,1
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/9a94bfed-f167-4c66-b11e-f553a73ad88e,"replay, please dial either 416-764-8692 or 877-674-7070 and enter the password 170209#.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/60a97c1d-4e25-48b0-be91-cf80ec73166d,Executive Comment,False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/4a89a70c-4bc7-428d-8021-d6a6c398d383,"As previously announced, the dividend payable on December 3, 2018 to shareholders of record on November 1, 2018 will be $0.265625 per Series 1 share, consistent with the dividend rate in effect since issuance on July 26, 2013.",False,0
Suncor Energy,http://web.archive.org/web/20230131040635/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2022/2022-01-18-nr-su-q4-2021-update-eng.pdf?modified=20220830213833,"On December 16, 2021, two critical furnaces tripped, hours apart due to frozen air louvers.",True,0
Suncor Energy,https://www.suncor.com/-/media/project/suncor/files/news-releases/2024/2024-03-07-nr-fort-mckay-first-nation-and-su-to-partner-on-prospective-os-dev-opportunity-en.pdf?modified=20240613191936&created=20240307180528,"Gardiner (Moose) Lake and 174B at Namur (Buffalo) Lake, approximately 65 kilometres northwest of Fort McKay.",False,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123699&lang=en,We expect the subsequent CER review and decision process to conclude in 2023.,False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/9661a8c7-d8f6-492b-99b9-7a8ea092c781,"The purpose of the 2018 Adjusted EBITDA projection is to provide investors with an indication of the value to Pembina of capital projects that have been and will be brought into service in 2018, and the closing of the acquisition of Veresen on 2018 full-year financial results.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c8f37bc6-7e6a-480b-8afd-c78c10c51abf,"This represents an increase of approximately four percent compared to the same period of 2012, when average throughput was 480 mbpd.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/f1d91820-2686-4920-b838-8d94f833a065,This includes ethane-plus extraction capacity of approximately 735 MMcf/d (net).,False,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123697&lang=en,"Liquids Pipelines adjusted EBITDA increased $166 million compared with the third quarter of 2020, primarily related to:",True,0
Canadian Natural Resources,https://www.cnrl.com/content/uploads/2023/03/0302-Q422-Front-End.pdf,"At  Primrose,  the  Company  finished  drilling  two  CSS  pads  in  Q4/22,  and  targets  to  bring  these  pads  on production in early Q3/23.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/b459c1a4-acf3-4a48-bcd3-0795e94df978,"Pembina intends to redeem all of its 1,028,130 issued and outstanding Series 22 Shares, in accordance with the terms of the Series 22 Shares, as set out in the Company's articles of amendment dated December 1, 2017 on the Redemption Date for a redemption price equal to $25.50, plus all accrued and unpaid dividends thereon but excluding the Redemption Date per Series 22 Share (the ""Redemption Price""), less any tax required to be deducted or withheld by the Company.",False,0
Suncor Energy,https://www.suncor.com/-/media/project/suncor/files/news-releases/2025/2025-12-11-news-release-suncor-energy-announces-2026-corporate-guidance-en.pdf?modified=20251210211017&created=20251210211017,"Suncor's operations include oil sands development, production and upgrading; offshore oil production; petroleum refining in Canada and the U.S.; and the company's Petro -Canada ™ retail and wholesale distribution networks (including Canada's Electric Highway ™ , a coast-to-coast network of fast-charging EV stations).",False,0
Suncor Energy,http://web.archive.org/web/20221007091634/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2021/2021_02_03_nr_su_q4_en.pdf?modified=20220907174456,"The company optimized the transfer of its allotted curtailment credits among the company's assets, which helped the company achieve the second best year of SCO production in its history.",True,0
Suncor Energy,http://web.archive.org/web/20220703210501/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2009/2009-04-23-suncor-energy-releases-first-quarter-results-for-2009-en.pdf?modified=20210902050519,Growth update,True,0
Canadian Natural Resources,https://www.cnrl.com/content/uploads/2025/03/0306-Q424-Front-End.pdf,"Canadian  Natural  has  unlocked  significant  long-term  shareholder  value  at  the  Albian  mines  and  Scotford  Upgrader (""AOSP"") since its initial acquisition of a 70% working interest in 2017, followed by 20% in December 2024 and the final 10% in the Muskeg River and Jackpine mines (""Albian mines""), which is targeted to close in the first half of 2025.",False,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123687&lang=en,We recently announced plans to expand access to natural gas to remote and Indigenous communities across Ontario.,True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/52b910c1-6fa6-4005-b3c2-58a1956dd8cd,SOURCE Cedar LNG,True,0
Shell Canada,http://web.archive.org/web/20170913020104/http://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2012/global-energy-firms-announce-lng-canada.html,Transportation of LNG by marine carriers has a long record of safe operation.,True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/bc118e14-5ac8-4693-8820-b0ef25b156d0,Long-term Storage Agreements,False,0
Suncor Energy,http://web.archive.org/web/20220704153811/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-01-27-suncor-energy-to-release-fourth-quarter-2015-financial-results-en.pdf?modified=20210902050853,"To participate in the conference via webcast, go to suncor.com/webcasts.",True,0
Suncor Energy,http://web.archive.org/web/20220704151545/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2011/2011-11-28-suncor-energy-employees-teddy-bears-and-a-life-size-nutcracker-help-families-in-need-en.pdf?modified=20210902050644,The nutcracker will remain at the Suncor Energy Centre during the holiday season until it is dismantled and the cans are donated to the Calgary Food Bank for Christmas hampers.,True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/ef2bd0cc-cc34-4138-bbf5-6d5a1f263c6b,"CALGARY, July 9, 2015 /CNW/ - Pembina Pipeline Corporation (""Pembina"" or the ""Company"") (TSX: PPL; NYSE: PBA) announced today that its Board of Directors declared a common share cash dividend for July 2015 of $0.1525 per share to be paid, subject to applicable law, on August 15, 2015 to shareholders of record on July 25, 2015.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/6da9f65b-da04-490b-bc48-65b17c3117dc,"To access the replay, please dial either 1-416-764-8692 or 1-877-674-7070 and enter the password 023183#",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/52685c47-8612-442b-b767-b6cee32fbbfe,"CALGARY, April 1, 2019 /CNW/ - Pembina Pipeline Corporation (""Pembina"" or the ""Company"") (TSX: PPL; NYSE: PBA) announced today that it has agreed to issue $800 million of senior unsecured medium-term notes (the ""Offering"").",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/170bbbe6-045c-487d-934d-887e84fe0953,Pembina received an affirmative vote from the Portland Planning and Sustainability Commission to move the approval process to the Portland City Council.,False,1
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/33debf84-3a1f-497a-9fba-438be44f3952,The conference call dial-in numbers for Canada and the U.S. are 647-427-7450 or 888-231-8191.,False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c8f37bc6-7e6a-480b-8afd-c78c10c51abf,"A number of the Company's accounting policies and disclosures require the determination of fair value, for both financial and non-financial assets and liabilities.",True,0
Suncor Energy,http://web.archive.org/web/20221007081755/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2021/2021-12-13-nr-su-2022-corporate-guidance-en.pdf?modified=20220907174752,"Fort Hills production of 85,000 to 100,000 bbls/d, net to Suncor, represents a two-train operation for the year and expected utilization of 90%.",True,0
Suncor Energy,http://web.archive.org/web/20220703215223/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-04-19-suncor-energy-provides-update-on-syncrude-return-to-service-plan-en.pdf?modified=20210902050945,"Calgary, Alberta (April 19, 2017) -",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/6013c21e-4389-49d8-8f53-023e19e8f84a,Additional information about the terms and conditions of the DRIP can be found at www.pembina.com.,False,0
Shell Canada,http://web.archive.org/web/20170913020104/http://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2012/global-energy-firms-announce-lng-canada.html,Shell was a partner in the first-ever purpose built LNG carrier and has been delivering LNG safely for nearly half a century.,True,0
Canadian Natural Resources,https://www.cnrl.com/upload/media_element/1155/01/0301_q4-17-front-end.pdf,"International Exploration & Production ('E&P') annual production volumes were within production guidance and averaged 43,761 bbl/d.",True,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123746&lang=en,"Forward-looking information or statements included or incorporated by reference in this document include, but are not limited to, statements with respect to the following: Enbridge's strategic plan, priorities and outlook; 2022 and 2023 financial guidance, including projected DCF per share and adjusted EBITDA and expected growth thereof; expected dividends, dividend growth and dividend policy; intended normal course issuer bid and related filing of notice of intent to make a normal course issuer bid; expected supply of, demand for, exports of and prices of crude oil, natural gas, natural gas liquids, (NGL) liquefied natural gas (LNG) and renewable energy; energy transition and low carbon energy and our approach thereto; anticipated utilization of our assets; expected future cash flows; expected shareholder returns and asset returns; expected performance of the Company's businesses, including customer growth and organic growth opportunities; financial strength, capacity and flexibility; financing plan and costs; expectations on leverage, including Debt-to-EBITDA ratio; forecasted effective tax rate and cash tax rate; expectations on sources of liquidity and sufficiency of financial resources; expected in-service dates and costs related to announced projects and projects under construction and system expansion, optimization and modernization; expected capital expenditures and capital allocation priorities; and expected future growth and expansion opportunities, including secured growth program and development opportunities.",False,0
Suncor Energy,http://web.archive.org/web/20221007084247/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-02-05-suncor-energy-reports-fourth-quarter-2018-results-en.pdf?modified=20220921200053,The proceeds may be subject to a provisional repayment which is dependent on the future performance and cash flows from Suncor's Libyan assets.,True,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123810&lang=en,Enbridge Inc. to Host Webcast to Discuss 2024 First Quarter Results on May 10,True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/7fe114ff-c1ed-45cb-a122-032bd7530df6,"All preferred share dividends are payable on March 1, 2017 to shareholders of record on February 1, 2017.",True,0
Shell Canada,http://web.archive.org/web/20170413012532/http://www.shell.ca:80/en_ca/media/news-and-media-releases/news-releases-2013/shell-canada-invests-625-000-in-health-care-in-the-peace-river.html,Community Affairs Representative,True,0
Canadian Natural Resources,https://www.cnrl.com/upload/media_element/1343/02/0506-q121-front-end.pdf,"Production  from  these  wells  has  been  strong totaling approximately 2,700 bbl/d, above budgeted rates by approximately 900 bbl/d, with low capital efficiencies of approximately $3,400 per flowing BOE.",True,0
Suncor Energy,http://web.archive.org/web/20221007100449/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2021/2021-10-27-nr-su-q3-2021-en.pdf?modified=20220907174737,"In the third quarter of 2021, the company returned $1.0 billion to its shareholders  through $704 million in share repurchases and payment of $309 million of dividends, and reduced net debt (3) by $2.0 billion.",True,0
